Order_ID,Order_Date,Customer_ID,Customer_Name,Segment,Region,State,Product_ID,Category,Sub_Category,Product_Name,Sales,Quantity,Discount,Profit,Shipping_Cost,Payment_Mode
ORD-005813,2023-07-13,CUST-0191,Sarah Johnson,Corporate,North,Ohio,PROD-0173,Technology,Accessories,Basic Phone 353,3501.4,6,0.3,-398.75,175.36,UPI
ORD-005814,2023-09-09,CUST-0325,Richard Martin,Consumer,South,Georgia,PROD-0132,Technology,Machines,Ultra Camera 575,2507.66,5,0.1,569.79,25.53,UPI
ORD-005815,2022-06-25,CUST-0352,William Williams,Home Office,East,Pennsylvania,PROD-0117,Technology,Machines,Classic Printer 270,2148.83,2,0.4,-49.99,91.57,Card
ORD-005816,2023-08-18,CUST-0396,Barbara Wilson,Consumer,South,Virginia,PROD-0184,Furniture,Bookcases,Smart Chair 821,7186.19,10,0.1,1206.46,371.58,UPI
ORD-005817,2023-07-14,CUST-0393,Richard Anderson,Home Office,South,North Carolina,PROD-0097,Furniture,Tables,Basic Shelf 354,1239.19,1,0.2,-68.88,4.87,Cash
ORD-005818,2022-11-19,CUST-0309,Sarah Jones,Consumer,East,New Jersey,PROD-0106,Furniture,Chairs,Basic Lamp 114,5233.63,10,0.2,416.47,350.49,Cash
ORD-005819,2023-11-19,CUST-0401,Michael Davis,Corporate,South,North Carolina,PROD-0196,Furniture,Bookcases,Ultra Desk 809,3182.8,4,0.4,-638.49,95.42,Card
ORD-005820,2023-03-05,CUST-0480,Robert Martin,Home Office,East,Pennsylvania,PROD-0177,Furniture,Bookcases,Pro Lamp 676,8330.2,8,0.0,1277.97,281.63,UPI
ORD-005821,2021-09-26,CUST-0129,David Martin,Corporate,West,Arizona,PROD-0090,Furniture,Chairs,Smart Chair 476,6064.57,5,0.0,825.39,16.56,Net Banking
ORD-005822,2021-12-21,CUST-0133,Michael Thomas,Corporate,West,Nevada,PROD-0084,Technology,Machines,Ultra Camera 539,1081.33,1,0.3,-36.36,25.58,Net Banking
ORD-005823,2022-06-11,CUST-0414,James Anderson,Home Office,South,Florida,PROD-0154,Office Supplies,Envelopes,Basic Notebook 573,224.42,2,0.4,-38.89,52.82,UPI
ORD-005824,2023-10-19,CUST-0054,Robert Williams,Consumer,East,Pennsylvania,PROD-0170,Office Supplies,Envelopes,Eco Stapler 376,307.54,2,0.0,45.54,44.67,Cash
ORD-005825,2022-07-21,CUST-0211,Barbara Anderson,Consumer,South,North Carolina,PROD-0046,Office Supplies,Paper,Eco Tape 533,33.65,6,0.5,-6.3,134.9,Cash
ORD-005826,2023-02-25,CUST-0172,Susan Martin,Corporate,East,Pennsylvania,PROD-0124,Furniture,Tables,Elite Chair 472,806.64,1,0.1,198.66,43.67,Card
ORD-005827,2021-12-07,CUST-0327,Patricia Thomas,Consumer,South,Georgia,PROD-0174,Office Supplies,Paper,Premium Stapler 882,52.49,5,0.5,-8.75,239.81,UPI
ORD-005828,2021-07-27,CUST-0461,Patricia Martin,Home Office,North,Minnesota,PROD-0068,Furniture,Furnishings,Pro Cabinet 691,7151.43,7,0.1,1266.93,179.2,Net Banking
ORD-005829,2023-12-28,CUST-0483,Mary Miller,Consumer,East,New Jersey,PROD-0037,Office Supplies,Storage,Basic Marker 691,66.08,4,0.5,-20.96,82.26,Net Banking
ORD-005830,2022-02-09,CUST-0006,David Jones,Consumer,North,Ohio,PROD-0043,Office Supplies,Labels,Pro Scissors 420,64.53,8,0.1,1.01,208.52,Cash
ORD-005831,2022-01-25,CUST-0066,Mary Williams,Home Office,North,Ohio,PROD-0070,Technology,Phones,Basic Camera 512,20515.4,9,0.0,1657.35,83.67,Net Banking
ORD-005832,2023-07-03,CUST-0471,Mary Martin,Consumer,North,Ohio,PROD-0191,Furniture,Furnishings,Premium Stool 286,4721.44,5,0.5,-1027.07,211.08,Net Banking
ORD-005833,2022-10-09,CUST-0104,Robert Jones,Corporate,South,Georgia,PROD-0030,Technology,Phones,Basic Speaker 123,4446.2,7,0.0,1090.24,317.97,Net Banking
ORD-005834,2021-08-16,CUST-0451,Joseph Johnson,Consumer,South,Florida,PROD-0200,Technology,Copiers,Elite Laptop 907,6085.9,3,0.1,1070.43,48.55,UPI
ORD-005835,2023-06-08,CUST-0019,David Jones,Home Office,North,Michigan,PROD-0034,Technology,Accessories,Eco Phone 505,6921.86,4,0.3,58.89,180.74,Net Banking
ORD-005836,2022-03-11,CUST-0145,Mary Johnson,Home Office,West,Oregon,PROD-0163,Office Supplies,Art,Smart Notebook 319,1077.27,9,0.3,45.77,259.05,Cash
ORD-005837,2022-09-06,CUST-0434,Jessica Miller,Corporate,East,New Jersey,PROD-0001,Technology,Accessories,Pro Laptop 545,11190.76,10,0.0,2250.6,212.66,Net Banking
ORD-005838,2023-06-07,CUST-0343,Michael Taylor,Corporate,South,North Carolina,PROD-0087,Furniture,Furnishings,Premium Chair 812,6701.47,7,0.0,962.09,133.69,Cash
ORD-005839,2021-09-24,CUST-0387,Sarah Moore,Corporate,South,Texas,PROD-0152,Technology,Phones,Classic Camera 366,8849.6,4,0.1,1031.22,47.36,Cash
ORD-005840,2022-09-13,CUST-0494,David Brown,Corporate,North,Ohio,PROD-0102,Furniture,Furnishings,Basic Cabinet 346,6779.51,5,0.2,-162.95,149.08,Card
ORD-005841,2021-02-18,CUST-0394,William Thomas,Consumer,North,Wisconsin,PROD-0038,Furniture,Tables,Smart Shelf 301,6538.43,6,0.0,1448.36,54.04,UPI
ORD-005842,2023-11-05,CUST-0244,John Martin,Corporate,South,Georgia,PROD-0172,Technology,Phones,Elite Speaker 642,25032.05,9,0.0,5484.03,210.25,Cash
ORD-005843,2021-10-31,CUST-0007,Robert Jackson,Consumer,South,Texas,PROD-0081,Furniture,Tables,Classic Sofa 262,2764.96,2,0.0,450.69,99.0,Net Banking
ORD-005844,2021-11-08,CUST-0386,William Brown,Corporate,East,New Jersey,PROD-0096,Furniture,Furnishings,Eco Shelf 422,5454.52,3,0.0,849.95,30.65,UPI
ORD-005845,2023-04-30,CUST-0113,James Williams,Home Office,East,Massachusetts,PROD-0119,Furniture,Chairs,Eco Shelf 378,971.99,1,0.4,-140.36,19.47,UPI
ORD-005846,2023-05-12,CUST-0470,John Smith,Home Office,West,California,PROD-0107,Technology,Accessories,Premium Laptop 908,104.47,1,0.5,-35.09,41.78,UPI
ORD-005847,2023-01-18,CUST-0498,Richard Williams,Consumer,South,North Carolina,PROD-0184,Furniture,Bookcases,Smart Chair 821,9169.21,9,0.0,3163.39,354.92,Net Banking
ORD-005848,2022-02-26,CUST-0285,Joseph Miller,Consumer,West,Nevada,PROD-0066,Technology,Phones,Pro Tablet 818,4098.31,2,0.3,270.96,71.47,Net Banking
ORD-005849,2021-05-09,CUST-0317,Susan Williams,Home Office,East,Connecticut,PROD-0028,Technology,Machines,Basic Monitor 548,1443.68,2,0.5,-158.06,92.11,Card
ORD-005850,2021-09-02,CUST-0185,William Martin,Consumer,North,Illinois,PROD-0141,Office Supplies,Labels,Basic Tape 617,288.96,10,0.1,31.77,155.64,Net Banking
ORD-005851,2023-01-16,CUST-0035,Joseph Brown,Corporate,South,North Carolina,PROD-0148,Office Supplies,Binders,Ultra Marker 562,250.34,3,0.0,13.24,15.89,Card
ORD-005852,2021-05-24,CUST-0133,Michael Thomas,Corporate,West,Nevada,PROD-0125,Technology,Accessories,Premium Phone 666,8197.97,6,0.4,-944.63,244.59,Card
ORD-005853,2022-02-01,CUST-0415,Richard White,Corporate,West,Washington,PROD-0015,Technology,Accessories,Classic Camera 347,19377.76,7,0.0,6353.45,,Cash
ORD-005854,2021-04-21,CUST-0302,Mary Martin,Consumer,West,Oregon,PROD-0022,Technology,Copiers,Premium Laptop 200,6989.19,3,0.1,777.6,145.04,Cash
ORD-005855,2023-05-18,CUST-0229,James Moore,Corporate,West,Arizona,PROD-0167,Technology,Accessories,Ultra Monitor 758,1872.89,5,0.5,-653.19,36.81,Cash
ORD-005856,2021-02-06,CUST-0202,Sarah Brown,Corporate,West,Nevada,PROD-0176,Furniture,Bookcases,Smart Stool 705,4561.24,3,0.0,779.44,91.91,Cash
ORD-005857,2021-04-17,CUST-0199,Joseph Taylor,Corporate,South,Texas,PROD-0035,Furniture,Tables,Eco Cabinet 498,5916.8,3,0.0,742.21,80.83,Net Banking
ORD-005858,2021-03-05,CUST-0224,Susan Thomas,Consumer,South,Texas,PROD-0059,Technology,Machines,Basic Speaker 549,5390.49,3,0.0,400.62,11.51,Card
ORD-005859,2023-12-03,CUST-0302,Mary Martin,Consumer,West,Oregon,PROD-0101,Technology,Machines,Premium Camera 902,1726.69,4,0.3,151.69,47.1,Net Banking
ORD-005860,2022-08-01,CUST-0128,Joseph Jones,Consumer,North,Ohio,PROD-0128,Furniture,Bookcases,Premium Chair 283,8537.19,9,0.0,1187.56,316.98,Card
ORD-005861,2023-10-18,CUST-0312,Barbara Brown,Consumer,South,Florida,PROD-0134,Office Supplies,Storage,Ultra Marker 254,46.6,2,0.5,-14.23,77.61,Cash
ORD-005862,2022-04-06,CUST-0330,Jessica Miller,Consumer,North,Illinois,PROD-0196,Furniture,Bookcases,Ultra Desk 809,6123.21,6,0.2,-503.31,75.37,Net Banking
ORD-005863,2022-10-16,CUST-0026,James Moore,Corporate,West,Nevada,PROD-0096,Furniture,Furnishings,Eco Shelf 422,3084.8,6,0.2,110.7,,Cash
ORD-005864,2022-02-17,CUST-0152,Joseph Taylor,Home Office,North,Minnesota,PROD-0029,Office Supplies,Fasteners,Smart Folder 168,103.28,8,0.0,29.84,83.46,UPI
ORD-005865,2021-08-29,CUST-0299,Linda Wilson,Home Office,South,North Carolina,PROD-0158,Office Supplies,Binders,Basic Marker 122,139.56,2,0.5,-14.58,49.16,Net Banking
ORD-005866,2022-12-31,CUST-0254,Robert Davis,Consumer,West,California,PROD-0193,Office Supplies,Labels,Pro Folder 439,146.77,1,0.2,20.56,47.74,UPI
ORD-005867,2022-08-01,CUST-0176,Jessica Williams,Corporate,East,Connecticut,PROD-0128,Furniture,Bookcases,Premium Chair 283,730.83,4,0.5,-210.27,181.72,UPI
ORD-005868,2021-10-29,CUST-0103,Barbara Wilson,Corporate,North,Illinois,PROD-0116,Furniture,Tables,Premium Sofa 267,1171.68,2,0.0,381.06,41.5,UPI
ORD-005869,2022-08-18,CUST-0480,Robert Martin,Home Office,East,Pennsylvania,PROD-0019,Technology,Phones,Ultra Laptop 773,19295.49,10,0.0,6316.53,51.86,Card
ORD-005870,2022-12-10,CUST-0398,David Taylor,Corporate,South,Virginia,PROD-0037,Office Supplies,Storage,Basic Marker 691,254.84,5,0.0,23.02,128.85,Card
ORD-005871,2022-12-28,CUST-0261,Mary Smith,Consumer,West,Nevada,PROD-0148,Office Supplies,Binders,Ultra Marker 562,1141.83,8,0.0,378.73,273.48,Card
ORD-005872,2023-10-09,CUST-0040,John Martin,Home Office,North,Michigan,PROD-0053,Furniture,Chairs,Ultra Stool 399,5508.72,9,0.0,983.52,121.17,Net Banking
ORD-005873,2021-09-16,CUST-0195,Susan Thomas,Corporate,East,New Jersey,PROD-0156,Furniture,Tables,Eco Desk 481,5395.62,10,0.1,18.91,456.7,UPI
ORD-005874,2023-09-20,CUST-0342,Richard Brown,Home Office,West,Nevada,PROD-0077,Technology,Machines,Pro Printer 679,17761.94,6,0.0,2664.88,95.04,Card
ORD-005875,2021-05-05,CUST-0210,Susan Moore,Consumer,West,Arizona,PROD-0195,Furniture,Chairs,Smart Stool 557,841.2,3,0.5,-47.66,134.63,Card
ORD-005876,2023-01-12,CUST-0010,Susan Davis,Consumer,South,Virginia,PROD-0169,Office Supplies,Binders,Elite Folder 452,974.76,8,0.0,333.37,257.16,UPI
ORD-005877,2021-11-02,CUST-0126,Jessica Thomas,Home Office,East,New Jersey,PROD-0113,Furniture,Chairs,Basic Cabinet 564,5782.68,5,0.0,1257.14,146.08,UPI
ORD-005878,2023-06-24,CUST-0243,William White,Corporate,North,Illinois,PROD-0148,Office Supplies,Binders,Ultra Marker 562,220.92,2,0.3,6.91,33.3,Card
ORD-005879,2022-03-16,CUST-0216,James Anderson,Consumer,West,Nevada,PROD-0077,Technology,Machines,Pro Printer 679,5628.42,3,0.1,482.49,120.37,Net Banking
ORD-005880,2021-03-25,CUST-0495,Jessica Harris,Consumer,East,Pennsylvania,PROD-0001,Technology,Accessories,Pro Laptop 545,4286.69,9,0.4,-448.25,85.08,Net Banking
ORD-005881,2023-09-30,CUST-0374,Sarah Martin,Consumer,East,New Jersey,PROD-0091,Technology,Accessories,Pro Monitor 756,8025.34,9,0.5,-827.47,295.13,Cash
ORD-005882,2023-06-19,CUST-0027,Patricia Taylor,Home Office,West,Arizona,PROD-0176,Furniture,Bookcases,Smart Stool 705,4038.47,9,0.4,-88.91,66.82,UPI
ORD-005883,2022-06-01,CUST-0441,Jessica Smith,Consumer,East,New York,PROD-0142,Furniture,Furnishings,Premium Chair 545,261.48,1,0.1,65.25,10.71,Net Banking
ORD-005884,2021-12-31,CUST-0150,John Taylor,Home Office,East,Pennsylvania,PROD-0103,Technology,Phones,Premium Printer 469,17732.89,10,0.1,1685.02,69.9,UPI
ORD-005885,2021-03-01,CUST-0366,Richard Jones,Corporate,South,Georgia,PROD-0022,Technology,Copiers,Premium Laptop 200,2761.65,3,0.4,-578.91,114.88,Card
ORD-005886,2022-10-02,CUST-0091,Joseph Harris,Corporate,South,North Carolina,PROD-0112,Office Supplies,Art,Ultra Scissors 159,1337.83,9,0.0,159.57,173.56,Cash
ORD-005887,2023-06-02,CUST-0087,Barbara White,Home Office,South,Virginia,PROD-0191,Furniture,Furnishings,Premium Stool 286,2797.16,8,0.5,-832.49,383.85,Cash
ORD-005888,2023-12-24,CUST-0177,Patricia Jones,Consumer,East,Massachusetts,PROD-0120,Office Supplies,Labels,Basic Stapler 608,172.0,2,0.0,20.08,36.59,Cash
ORD-005889,2021-10-11,CUST-0077,Linda Davis,Corporate,East,Massachusetts,PROD-0084,Technology,Machines,Ultra Camera 539,1532.39,9,0.0,485.11,415.24,Cash
ORD-005890,2023-09-11,CUST-0470,John Smith,Home Office,West,California,PROD-0005,Furniture,Tables,Premium Shelf 505,4532.94,9,0.0,1497.27,59.34,Cash
ORD-005891,2021-10-06,CUST-0086,William Brown,Home Office,South,Virginia,PROD-0023,Technology,Accessories,Ultra Printer 556,3118.88,7,0.3,290.89,333.47,Card
ORD-005892,2021-03-06,CUST-0031,Robert Williams,Consumer,West,Arizona,PROD-0020,Office Supplies,Binders,Premium Notebook 676,48.9,1,0.3,1.03,4.62,Card
ORD-005893,2023-08-04,CUST-0035,Joseph Brown,Corporate,South,North Carolina,PROD-0156,Furniture,Tables,Eco Desk 481,1930.93,6,0.0,144.81,213.63,UPI
ORD-005894,2022-09-13,CUST-0012,Richard Moore,Consumer,West,California,PROD-0171,Furniture,Chairs,Ultra Shelf 130,1822.96,6,0.0,550.08,50.02,Cash
ORD-005895,2023-07-23,CUST-0464,John Davis,Home Office,North,Ohio,PROD-0129,Furniture,Chairs,Basic Cabinet 998,14192.92,9,0.0,2392.7,366.28,Cash
ORD-005896,2023-09-21,CUST-0290,Robert Taylor,Corporate,North,Michigan,PROD-0015,Technology,Accessories,Classic Camera 347,119.07,2,0.2,8.52,28.62,Card
ORD-005897,2021-03-06,CUST-0308,William Jones,Consumer,South,Texas,PROD-0024,Technology,Copiers,Pro Monitor 453,2638.63,7,0.0,755.44,125.64,Net Banking
ORD-005898,2022-12-17,CUST-0033,Jennifer Moore,Home Office,North,Wisconsin,PROD-0011,Technology,Machines,Ultra Laptop 706,6696.57,4,0.3,597.57,24.3,Cash
ORD-005899,2022-04-12,CUST-0240,Jessica Brown,Home Office,South,North Carolina,PROD-0086,Furniture,Furnishings,Pro Chair 707,15400.15,8,0.0,2405.33,311.65,Cash
ORD-005900,2022-09-23,CUST-0482,Sarah Moore,Consumer,West,Arizona,PROD-0188,Office Supplies,Envelopes,Smart Scissors 328,1558.41,10,0.0,495.76,288.81,UPI
ORD-005901,2022-01-28,CUST-0375,Jessica Jones,Corporate,East,New York,PROD-0108,Technology,Machines,Eco Camera 533,813.79,1,0.3,-25.85,18.54,Card
ORD-005902,2023-01-31,CUST-0052,Mary Anderson,Consumer,East,Connecticut,PROD-0140,Office Supplies,Art,Smart Scissors 569,48.41,1,0.5,-4.69,19.96,Net Banking
ORD-005903,2021-09-27,CUST-0460,David Thomas,Home Office,South,Georgia,PROD-0111,Furniture,Bookcases,Basic Cabinet 417,13819.44,7,0.0,4610.9,114.78,Card
ORD-005904,2023-08-27,CUST-0128,Joseph Jones,Consumer,North,Ohio,PROD-0006,Technology,Copiers,Smart Speaker 550,11486.26,9,0.4,-1278.66,390.51,Card
ORD-005905,2023-08-15,CUST-0165,Sarah Harris,Home Office,East,Pennsylvania,PROD-0160,Furniture,Chairs,Smart Stool 225,6043.08,9,0.4,-18.2,415.8,Net Banking
ORD-005906,2021-05-08,CUST-0310,James Williams,Home Office,North,Minnesota,PROD-0001,Technology,Accessories,Pro Laptop 545,5527.04,8,0.3,-528.37,304.67,UPI
ORD-005907,2021-07-23,CUST-0495,Jessica Harris,Consumer,East,Pennsylvania,PROD-0135,Furniture,Furnishings,Ultra Chair 654,4729.49,10,0.2,-121.96,380.29,Cash
ORD-005908,2021-12-24,CUST-0205,Sarah Taylor,Consumer,East,Connecticut,PROD-0103,Technology,Phones,Premium Printer 469,1378.37,2,0.0,364.4,27.45,Cash
ORD-005909,2022-09-16,CUST-0097,John Smith,Corporate,North,Michigan,PROD-0072,Technology,Machines,Premium Printer 989,2971.8,3,0.0,560.62,75.41,Net Banking
ORD-005910,2023-01-27,CUST-0046,Robert Harris,Corporate,North,Michigan,PROD-0049,Technology,Copiers,Premium Printer 986,12838.66,7,0.0,4175.13,150.06,Card
ORD-005911,2021-08-02,CUST-0042,Jessica White,Consumer,North,Ohio,PROD-0053,Furniture,Chairs,Ultra Stool 399,1285.83,8,0.5,-424.0,378.7,Net Banking
ORD-005912,2023-08-03,CUST-0338,Mary Jones,Corporate,North,Wisconsin,PROD-0156,Furniture,Tables,Eco Desk 481,3686.26,3,0.1,-45.97,17.11,Net Banking
ORD-005913,2021-10-16,CUST-0488,Richard Anderson,Consumer,East,New Jersey,PROD-0121,Technology,Machines,Elite Laptop 979,1684.95,1,0.0,517.04,47.38,UPI
ORD-005914,2022-07-11,CUST-0014,Jennifer Wilson,Consumer,South,Texas,PROD-0150,Furniture,Bookcases,Premium Stool 320,5254.66,6,0.0,918.95,177.91,Cash
ORD-005915,2023-01-28,CUST-0418,Linda Harris,Consumer,South,North Carolina,PROD-0094,Furniture,Tables,Elite Cabinet 980,7474.26,10,0.5,-2172.89,329.96,UPI
ORD-005916,2021-01-23,CUST-0014,Jennifer Wilson,Consumer,South,Texas,PROD-0114,Office Supplies,Envelopes,Classic Pen Set 782,51.15,5,0.0,8.85,174.59,Card
ORD-005917,2021-10-07,CUST-0254,Robert Davis,Consumer,West,California,PROD-0115,Office Supplies,Fasteners,Pro Scissors 222,513.82,4,0.0,113.28,14.8,Cash
ORD-005918,2021-04-25,CUST-0415,Richard White,Corporate,West,Washington,PROD-0050,Technology,Phones,Pro Monitor 299,9683.52,9,0.4,-1794.69,35.27,UPI
ORD-005919,2022-10-13,CUST-0380,William Thomas,Consumer,North,Ohio,PROD-0199,Technology,Accessories,Elite Monitor 487,4174.48,8,0.2,429.23,339.4,Card
ORD-005920,2023-02-14,CUST-0438,James Taylor,Home Office,West,California,PROD-0089,Furniture,Furnishings,Ultra Chair 492,4683.07,6,0.0,249.14,90.38,Cash
ORD-005921,2021-11-02,CUST-0457,Michael Brown,Corporate,East,Pennsylvania,PROD-0131,Furniture,Furnishings,Smart Chair 305,2786.28,3,0.0,260.06,147.15,Card
ORD-005922,2021-10-21,CUST-0467,Jennifer Jones,Corporate,West,Oregon,PROD-0082,Technology,Phones,Smart Camera 356,9014.87,7,0.5,-1606.72,255.33,Net Banking
ORD-005923,2023-08-06,CUST-0161,Barbara Jackson,Corporate,East,Massachusetts,PROD-0174,Office Supplies,Paper,Premium Stapler 882,447.44,10,0.5,-137.72,37.39,Card
ORD-005924,2023-08-13,CUST-0224,Susan Thomas,Consumer,South,Texas,PROD-0153,Furniture,Chairs,Elite Cabinet 669,3615.45,8,0.2,241.63,79.65,Cash
ORD-005925,2022-12-11,CUST-0062,Barbara Smith,Corporate,West,Nevada,PROD-0162,Technology,Copiers,Premium Monitor 491,662.09,9,0.0,193.29,243.81,Card
ORD-005926,2023-07-29,CUST-0117,Sarah Smith,Corporate,South,Texas,PROD-0085,Office Supplies,Labels,Basic Scissors 101,288.6,4,0.4,-41.1,32.76,Net Banking
ORD-005927,2023-11-05,CUST-0185,William Martin,Consumer,North,Illinois,PROD-0130,Technology,Machines,Classic Speaker 435,4717.14,4,0.5,-470.7,195.8,Net Banking
ORD-005928,2023-07-12,CUST-0035,Joseph Brown,Corporate,South,North Carolina,PROD-0167,Technology,Accessories,Ultra Monitor 758,1429.29,1,0.5,-352.66,15.48,Cash
ORD-005929,2023-09-08,CUST-0313,Joseph Williams,Consumer,West,Nevada,PROD-0030,Technology,Phones,Basic Speaker 123,2916.04,7,0.2,510.6,278.97,Cash
ORD-005930,2022-07-14,CUST-0139,William Thomas,Home Office,South,North Carolina,PROD-0170,Office Supplies,Envelopes,Eco Stapler 376,256.42,9,0.3,4.19,386.9,Card
ORD-005931,2023-07-25,CUST-0029,William Martin,Home Office,East,Connecticut,PROD-0131,Furniture,Furnishings,Smart Chair 305,6046.91,7,0.1,387.21,212.42,Cash
ORD-005932,2023-11-06,CUST-0425,Joseph Thomas,Consumer,East,Connecticut,PROD-0190,Technology,Machines,Pro Phone 846,3903.33,3,0.0,206.34,144.59,Cash
ORD-005933,2023-03-16,CUST-0284,Robert Miller,Corporate,East,New Jersey,PROD-0188,Office Supplies,Envelopes,Smart Scissors 328,183.52,2,0.0,16.45,43.0,Cash
ORD-005934,2023-07-30,CUST-0269,Joseph Thomas,Consumer,South,Florida,PROD-0156,Furniture,Tables,Eco Desk 481,6391.3,8,0.4,-1552.92,253.67,Cash
ORD-005935,2023-10-10,CUST-0159,David Jones,Consumer,West,Washington,PROD-0137,Office Supplies,Art,Classic Marker 206,54.03,4,0.0,3.06,129.49,Net Banking
ORD-005936,2023-01-15,CUST-0068,Jennifer Harris,Corporate,West,Oregon,PROD-0067,Furniture,Tables,Smart Desk 948,3799.21,8,0.0,811.12,76.38,Net Banking
ORD-005937,2022-01-05,CUST-0172,Susan Martin,Corporate,East,Pennsylvania,PROD-0035,Furniture,Tables,Eco Cabinet 498,12571.31,9,0.2,160.41,383.03,Net Banking
ORD-005938,2023-01-20,CUST-0183,William Jackson,Corporate,North,Ohio,PROD-0107,Technology,Accessories,Premium Laptop 908,1458.83,10,0.0,355.02,131.06,Net Banking
ORD-005939,2023-07-14,CUST-0137,Linda Jackson,Consumer,East,New Jersey,PROD-0150,Furniture,Bookcases,Premium Stool 320,935.57,2,0.0,277.89,72.06,UPI
ORD-005940,2023-07-02,CUST-0312,Barbara Brown,Consumer,South,Florida,PROD-0142,Furniture,Furnishings,Premium Chair 545,2765.75,6,0.5,-280.1,269.06,Cash
ORD-005941,2022-05-23,CUST-0063,John Moore,Home Office,South,Texas,PROD-0174,Office Supplies,Paper,Premium Stapler 882,1406.18,10,0.0,174.74,491.59,Cash
ORD-005942,2021-04-08,CUST-0411,Barbara Harris,Corporate,East,New Jersey,PROD-0152,Technology,Phones,Classic Camera 366,11558.33,8,0.4,-1436.45,90.34,Card
ORD-005943,2021-06-07,CUST-0254,Robert Davis,Consumer,West,California,PROD-0022,Technology,Copiers,Premium Laptop 200,4066.36,4,0.1,374.27,109.64,UPI
ORD-005944,2022-08-13,CUST-0420,Mary Brown,Home Office,South,Florida,PROD-0156,Furniture,Tables,Eco Desk 481,4996.25,8,0.5,-1330.29,208.37,Cash
ORD-005945,2022-11-11,CUST-0491,Robert Williams,Consumer,South,Florida,PROD-0075,Office Supplies,Art,Eco Notebook 944,489.71,6,0.3,-53.19,232.4,Net Banking
ORD-005946,2023-09-02,CUST-0277,Joseph Williams,Home Office,South,Florida,PROD-0065,Office Supplies,Binders,Basic Marker 238,416.82,5,0.0,135.85,55.9,Card
ORD-005947,2021-08-15,CUST-0245,Robert White,Consumer,East,New York,PROD-0128,Furniture,Bookcases,Premium Chair 283,4093.93,5,0.2,-69.63,166.86,Cash
ORD-005948,2022-03-13,CUST-0299,Linda Wilson,Home Office,South,North Carolina,PROD-0097,Furniture,Tables,Basic Shelf 354,1508.95,1,0.2,-90.14,35.04,UPI
ORD-005949,2022-07-10,CUST-0496,James Williams,Home Office,North,Illinois,PROD-0083,Furniture,Bookcases,Pro Sofa 153,1983.35,1,0.0,361.56,49.03,Card
ORD-005950,2021-03-29,CUST-0197,Richard Wilson,Consumer,West,California,PROD-0143,Office Supplies,Paper,Classic Notebook 367,571.64,5,0.0,70.64,164.09,Net Banking
ORD-005951,2023-03-14,CUST-0327,Patricia Thomas,Consumer,South,Georgia,PROD-0113,Furniture,Chairs,Basic Cabinet 564,12758.53,10,0.1,1827.79,288.96,UPI
ORD-005952,2021-04-15,CUST-0311,John White,Consumer,South,Florida,PROD-0147,Technology,Copiers,Eco Tablet 223,12894.55,10,0.2,565.04,159.56,UPI
ORD-005953,2021-08-25,CUST-0350,Robert Williams,Home Office,West,Arizona,PROD-0198,Furniture,Chairs,Elite Cabinet 850,725.78,4,0.2,7.55,20.58,Card
ORD-005954,2023-05-16,CUST-0217,Joseph Taylor,Home Office,West,California,PROD-0028,Technology,Machines,Basic Monitor 548,6570.66,4,0.0,386.32,141.92,Cash
ORD-005955,2023-06-19,CUST-0256,Robert Johnson,Corporate,South,Georgia,PROD-0002,Technology,Copiers,Elite Tablet 901,5124.28,3,0.0,860.83,65.35,UPI
ORD-005956,2022-08-01,CUST-0024,James Brown,Home Office,South,Virginia,PROD-0088,Technology,Phones,Eco Speaker 810,18545.01,10,0.0,5129.37,253.74,Cash
ORD-005957,2021-05-06,CUST-0421,Richard Taylor,Corporate,South,Florida,PROD-0080,Furniture,Furnishings,Premium Cabinet 538,8561.16,6,0.0,1180.32,205.6,UPI
ORD-005958,2021-08-24,CUST-0231,James Thomas,Consumer,East,Pennsylvania,PROD-0141,Office Supplies,Labels,Basic Tape 617,776.0,8,0.0,56.42,322.81,UPI
ORD-005959,2023-12-03,CUST-0123,James Taylor,Consumer,South,Texas,PROD-0050,Technology,Phones,Pro Monitor 299,11131.82,4,0.0,2540.96,182.77,Cash
ORD-005960,2021-09-11,CUST-0258,Sarah Harris,Corporate,North,Minnesota,PROD-0173,Technology,Accessories,Basic Phone 353,1836.69,8,0.2,288.85,323.19,Card
ORD-005961,2022-06-01,CUST-0401,Michael Davis,Corporate,South,North Carolina,PROD-0127,Technology,Accessories,Smart Monitor 377,2128.53,5,0.1,42.9,67.57,Net Banking
ORD-005962,2022-03-13,CUST-0197,Richard Wilson,Consumer,West,California,PROD-0011,Technology,Machines,Ultra Laptop 706,5791.94,5,0.2,935.56,82.15,Net Banking
ORD-005963,2021-11-19,CUST-0089,Barbara Jackson,Corporate,North,Michigan,PROD-0036,Furniture,Tables,Classic Desk 870,14704.21,9,0.1,2389.46,119.76,Cash
ORD-005964,2023-02-15,CUST-0082,Jessica Thomas,Consumer,East,Connecticut,PROD-0162,Technology,Copiers,Premium Monitor 491,10653.34,4,0.0,967.77,135.8,UPI
ORD-005965,2023-10-19,CUST-0193,Patricia Brown,Home Office,East,Massachusetts,PROD-0026,Furniture,Chairs,Pro Stool 456,10820.19,9,0.1,666.11,142.1,Card
