Order_ID,Order_Date,Customer_ID,Customer_Name,Segment,Region,State,Product_ID,Category,Sub_Category,Product_Name,Sales,Quantity,Discount,Profit,Shipping_Cost,Payment_Mode,Year,Month,Month_Name,Quarter,Week_of_Year,Day_of_Week,Profit_Margin_%,Revenue_after_Ship,Is_Profitable,Discount_Bucket
ORD-003985,2022-12-15,CUST-0285,Joseph Miller,Consumer,West,Nevada,PROD-0080,Furniture,Furnishings,Premium Cabinet 538,2412.58,8,0.5,-188.82,107.94,Cash,2022,12,Dec,4,50,Thursday,-7.83,2304.64,0,High (>35%)
ORD-003986,2021-07-16,CUST-0173,Michael Moore,Home Office,North,Illinois,PROD-0134,Office Supplies,Storage,Ultra Marker 254,811.53,8,0.4,20.16,107.83,Card,2021,7,Jul,3,28,Friday,2.48,703.7,1,High (>35%)
ORD-003987,2023-06-25,CUST-0132,James Martin,Corporate,North,Ohio,PROD-0027,Technology,Machines,Ultra Monitor 633,10750.76,8,0.4,-1802.66,92.47,Cash,2023,6,Jun,2,25,Sunday,-16.77,10658.29,0,High (>35%)
ORD-003988,2023-04-02,CUST-0156,Sarah Taylor,Consumer,North,Minnesota,PROD-0103,Technology,Phones,Premium Printer 469,7186.65,7,0.0,502.77,142.96,Net Banking,2023,4,Apr,2,13,Sunday,7.0,7043.69,1,No Discount
ORD-003989,2023-01-31,CUST-0054,Robert Williams,Consumer,East,Pennsylvania,PROD-0064,Technology,Accessories,Classic Tablet 396,2273.13,6,0.2,188.03,26.22,UPI,2023,1,Jan,1,5,Tuesday,8.27,2246.91,1,Medium (16–35%)
ORD-003990,2021-02-17,CUST-0004,Michael White,Home Office,East,Connecticut,PROD-0161,Furniture,Furnishings,Pro Chair 687,4640.7,6,0.0,906.83,136.3,Net Banking,2021,2,Feb,1,7,Wednesday,19.54,4504.4,1,No Discount
ORD-003991,2021-08-24,CUST-0266,James Harris,Corporate,East,Massachusetts,PROD-0077,Technology,Machines,Pro Printer 679,9677.5,8,0.4,-2478.03,225.45,Cash,2021,8,Aug,3,34,Tuesday,-25.61,9452.05,0,High (>35%)
ORD-003992,2022-08-10,CUST-0101,David Wilson,Consumer,North,Minnesota,PROD-0090,Furniture,Chairs,Smart Chair 476,2705.4,3,0.2,-3.54,49.46,Card,2022,8,Aug,3,32,Wednesday,-0.13,2655.94,0,Medium (16–35%)
ORD-003993,2022-01-23,CUST-0199,Joseph Taylor,Corporate,South,Texas,PROD-0004,Office Supplies,Art,Ultra Tape 568,313.43,8,0.4,-18.79,156.67,Net Banking,2022,1,Jan,1,3,Sunday,-5.99,156.76,0,High (>35%)
ORD-003994,2021-07-22,CUST-0055,Patricia Wilson,Home Office,West,Nevada,PROD-0068,Furniture,Furnishings,Pro Cabinet 691,296.08,1,0.0,40.82,39.47,Cash,2021,7,Jul,3,29,Thursday,13.79,256.61,1,No Discount
ORD-003995,2021-06-12,CUST-0291,John Williams,Home Office,North,Ohio,PROD-0165,Furniture,Tables,Classic Sofa 610,3628.17,4,0.3,-123.6,64.97,Card,2021,6,Jun,2,23,Saturday,-3.41,3563.2,0,Medium (16–35%)
ORD-003996,2021-10-03,CUST-0346,Robert Taylor,Home Office,South,Georgia,PROD-0026,Furniture,Chairs,Pro Stool 456,7772.02,8,0.0,2520.92,168.83,UPI,2021,10,Oct,4,39,Sunday,32.44,7603.19,1,No Discount
ORD-003997,2021-01-10,CUST-0100,Jessica Harris,Corporate,South,North Carolina,PROD-0155,Furniture,Tables,Premium Chair 163,4207.06,5,0.5,-753.16,236.8,Card,2021,1,Jan,1,1,Sunday,-17.9,3970.26,0,High (>35%)
ORD-003998,2021-01-05,CUST-0468,Mary Johnson,Home Office,North,Michigan,PROD-0135,Furniture,Furnishings,Ultra Chair 654,12135.01,9,0.0,1213.16,295.7,Net Banking,2021,1,Jan,1,1,Tuesday,10.0,11839.31,1,No Discount
ORD-003999,2023-03-08,CUST-0134,David Smith,Corporate,South,Georgia,PROD-0025,Furniture,Furnishings,Classic Chair 525,6471.06,10,0.1,707.77,148.36,Cash,2023,3,Mar,1,10,Wednesday,10.94,6322.7,1,Low (≤15%)
ORD-004000,2022-10-16,CUST-0421,Richard Taylor,Corporate,South,Florida,PROD-0107,Technology,Accessories,Premium Laptop 908,7830.56,3,0.1,1057.45,63.26,Net Banking,2022,10,Oct,4,41,Sunday,13.5,7767.3,1,Low (≤15%)
ORD-004001,2021-03-31,CUST-0092,Sarah Miller,Home Office,West,Arizona,PROD-0106,Furniture,Chairs,Basic Lamp 114,17787.07,9,0.0,4459.9,77.81,Card,2021,3,Mar,1,13,Wednesday,25.07,17709.26,1,No Discount
ORD-004002,2022-05-22,CUST-0004,Michael White,Home Office,East,Connecticut,PROD-0179,Technology,Phones,Premium Laptop 338,9269.37,9,0.0,1982.22,195.05,Net Banking,2022,5,May,2,20,Sunday,21.38,9074.32,1,No Discount
ORD-004003,2021-11-13,CUST-0323,Robert Harris,Home Office,West,Washington,PROD-0042,Technology,Accessories,Classic Speaker 729,18235.92,8,0.0,1247.78,346.87,Card,2021,11,Nov,4,45,Saturday,6.84,17889.05,1,No Discount
ORD-004004,2023-05-19,CUST-0461,Patricia Martin,Home Office,North,Minnesota,PROD-0196,Furniture,Bookcases,Ultra Desk 809,5925.48,10,0.5,-1401.15,334.34,Cash,2023,5,May,2,20,Friday,-23.65,5591.14,0,High (>35%)
ORD-004005,2022-07-06,CUST-0058,John Taylor,Consumer,South,North Carolina,PROD-0094,Furniture,Tables,Elite Cabinet 980,2312.79,10,0.0,424.63,424.04,Cash,2022,7,Jul,3,27,Wednesday,18.36,1888.75,1,No Discount
ORD-004006,2021-10-02,CUST-0233,Patricia Williams,Consumer,West,Nevada,PROD-0188,Office Supplies,Envelopes,Smart Scissors 328,1321.46,10,0.2,191.17,468.12,Net Banking,2021,10,Oct,4,39,Saturday,14.47,853.34,1,Medium (16–35%)
ORD-004007,2022-05-02,CUST-0111,Richard Anderson,Corporate,North,Illinois,PROD-0086,Furniture,Furnishings,Pro Chair 707,1364.14,4,0.5,-213.54,62.63,UPI,2022,5,May,2,18,Monday,-15.65,1301.51,0,High (>35%)
ORD-004008,2021-07-01,CUST-0180,John Williams,Corporate,West,Arizona,PROD-0156,Furniture,Tables,Eco Desk 481,722.63,4,0.1,56.25,171.65,UPI,2021,7,Jul,3,26,Thursday,7.78,550.98,1,Low (≤15%)
ORD-004009,2023-11-22,CUST-0234,Patricia Harris,Corporate,North,Ohio,PROD-0039,Technology,Phones,Elite Tablet 640,7420.56,9,0.0,2346.72,61.54,Card,2023,11,Nov,4,47,Wednesday,31.62,7359.02,1,No Discount
ORD-004010,2023-09-27,CUST-0180,John Williams,Corporate,West,Arizona,PROD-0083,Furniture,Bookcases,Pro Sofa 153,4768.74,10,0.4,-1164.11,368.2,Card,2023,9,Sep,3,39,Wednesday,-24.41,4400.54,0,High (>35%)
ORD-004011,2022-09-02,CUST-0405,John Smith,Corporate,North,Illinois,PROD-0174,Office Supplies,Paper,Premium Stapler 882,206.73,3,0.0,21.94,93.01,Card,2022,9,Sep,3,35,Friday,10.61,113.72,1,No Discount
ORD-004012,2022-06-24,CUST-0141,William Brown,Consumer,East,Pennsylvania,PROD-0085,Office Supplies,Labels,Basic Scissors 101,188.51,10,0.0,36.19,106.02,UPI,2022,6,Jun,2,25,Friday,19.2,82.49,1,No Discount
ORD-004013,2022-09-09,CUST-0173,Michael Moore,Home Office,North,Illinois,PROD-0133,Technology,Copiers,Ultra Speaker 850,1476.76,1,0.0,329.16,11.19,Cash,2022,9,Sep,3,36,Friday,22.29,1465.57,1,No Discount
ORD-004014,2023-11-25,CUST-0283,John Johnson,Home Office,North,Wisconsin,PROD-0200,Technology,Copiers,Elite Laptop 907,536.23,1,0.5,-82.02,49.4,Card,2023,11,Nov,4,47,Saturday,-15.3,486.83,0,High (>35%)
ORD-004015,2021-02-16,CUST-0286,Richard White,Corporate,South,Georgia,PROD-0164,Furniture,Bookcases,Elite Shelf 252,4962.79,8,0.2,740.54,386.62,UPI,2021,2,Feb,1,7,Tuesday,14.92,4576.17,1,Medium (16–35%)
ORD-004016,2021-10-28,CUST-0229,James Moore,Corporate,West,Arizona,PROD-0083,Furniture,Bookcases,Pro Sofa 153,4857.96,6,0.4,-582.64,216.02,UPI,2021,10,Oct,4,43,Thursday,-11.99,4641.94,0,High (>35%)
ORD-004017,2021-01-28,CUST-0218,John Johnson,Home Office,North,Illinois,PROD-0154,Office Supplies,Envelopes,Basic Notebook 573,264.79,2,0.0,75.23,41.74,Cash,2021,1,Jan,1,4,Thursday,28.41,223.05,1,No Discount
ORD-004018,2022-01-19,CUST-0140,Barbara Moore,Home Office,North,Ohio,PROD-0181,Technology,Accessories,Pro Speaker 448,15634.31,8,0.0,803.61,389.88,UPI,2022,1,Jan,1,3,Wednesday,5.14,15244.43,1,No Discount
ORD-004019,2021-03-23,CUST-0060,Michael Moore,Home Office,East,New York,PROD-0147,Technology,Copiers,Eco Tablet 223,7880.34,5,0.2,979.77,26.9,UPI,2021,3,Mar,1,12,Tuesday,12.43,7853.44,1,Medium (16–35%)
ORD-004020,2023-09-20,CUST-0415,Richard White,Corporate,West,Washington,PROD-0122,Office Supplies,Paper,Pro Stapler 361,696.76,8,0.2,19.11,115.3,Card,2023,9,Sep,3,38,Wednesday,2.74,581.46,1,Medium (16–35%)
ORD-004021,2023-12-25,CUST-0484,John Jackson,Corporate,East,Pennsylvania,PROD-0176,Furniture,Bookcases,Smart Stool 705,5039.88,10,0.0,1680.38,74.41,Card,2023,12,Dec,4,52,Monday,33.34,4965.47,1,No Discount
ORD-004022,2023-05-06,CUST-0019,David Jones,Home Office,North,Michigan,PROD-0184,Furniture,Bookcases,Smart Chair 821,1149.41,2,0.0,340.22,89.6,Cash,2023,5,May,2,18,Saturday,29.6,1059.81,1,No Discount
ORD-004023,2021-11-12,CUST-0024,James Brown,Home Office,South,Virginia,PROD-0174,Office Supplies,Paper,Premium Stapler 882,786.46,10,0.5,-68.67,244.64,Cash,2021,11,Nov,4,45,Friday,-8.73,541.82,0,High (>35%)
ORD-004024,2022-01-19,CUST-0398,David Taylor,Corporate,South,Virginia,PROD-0111,Furniture,Bookcases,Basic Cabinet 417,10463.3,8,0.3,296.12,154.49,UPI,2022,1,Jan,1,3,Wednesday,2.83,10308.81,1,Medium (16–35%)
ORD-004025,2022-10-26,CUST-0261,Mary Smith,Consumer,West,Nevada,PROD-0106,Furniture,Chairs,Basic Lamp 114,7927.01,7,0.4,-1504.45,339.39,Net Banking,2022,10,Oct,4,43,Wednesday,-18.98,7587.62,0,High (>35%)
ORD-004026,2023-04-01,CUST-0269,Joseph Thomas,Consumer,South,Florida,PROD-0043,Office Supplies,Labels,Pro Scissors 420,388.92,4,0.0,25.43,45.04,UPI,2023,4,Apr,2,13,Saturday,6.54,343.88,1,No Discount
ORD-004027,2022-06-27,CUST-0134,David Smith,Corporate,South,Georgia,PROD-0104,Technology,Accessories,Eco Monitor 474,5498.58,10,0.3,-820.01,154.79,UPI,2022,6,Jun,2,26,Monday,-14.91,5343.79,0,Medium (16–35%)
ORD-004028,2021-01-13,CUST-0148,David Martin,Corporate,West,California,PROD-0117,Technology,Machines,Classic Printer 270,2393.29,6,0.0,355.84,228.14,Cash,2021,1,Jan,1,2,Wednesday,14.87,2165.15,1,No Discount
ORD-004029,2023-09-15,CUST-0392,John Davis,Corporate,North,Illinois,PROD-0051,Technology,Copiers,Elite Monitor 525,3659.81,2,0.0,756.75,61.51,Card,2023,9,Sep,3,37,Friday,20.68,3598.3,1,No Discount
ORD-004030,2023-06-22,CUST-0102,Sarah Wilson,Home Office,South,Virginia,PROD-0137,Office Supplies,Art,Classic Marker 206,601.36,6,0.2,-36.65,180.11,Card,2023,6,Jun,2,25,Thursday,-6.09,421.25,0,Medium (16–35%)
ORD-004031,2022-05-20,CUST-0341,Patricia Smith,Corporate,South,Florida,PROD-0049,Technology,Copiers,Premium Printer 986,9803.38,10,0.5,-939.72,448.49,Card,2022,5,May,2,20,Friday,-9.59,9354.89,0,High (>35%)
ORD-004032,2021-01-12,CUST-0042,Jessica White,Consumer,North,Ohio,PROD-0134,Office Supplies,Storage,Ultra Marker 254,503.03,8,0.2,86.65,96.82,Card,2021,1,Jan,1,2,Tuesday,17.23,406.21,1,Medium (16–35%)
ORD-004033,2021-01-06,CUST-0425,Joseph Thomas,Consumer,East,Connecticut,PROD-0068,Furniture,Furnishings,Pro Cabinet 691,13964.24,8,0.0,4865.58,107.98,Net Banking,2021,1,Jan,1,1,Wednesday,34.84,13856.26,1,No Discount
ORD-004034,2022-07-10,CUST-0294,John Jones,Corporate,West,Washington,PROD-0198,Furniture,Chairs,Elite Cabinet 850,2484.06,5,0.5,-578.46,237.9,Cash,2022,7,Jul,3,27,Sunday,-23.29,2246.16,0,High (>35%)
ORD-004035,2023-05-06,CUST-0367,Linda Harris,Corporate,East,New Jersey,PROD-0130,Technology,Machines,Classic Speaker 435,8612.85,9,0.5,-934.05,189.05,UPI,2023,5,May,2,18,Saturday,-10.84,8423.8,0,High (>35%)
ORD-004036,2021-04-25,CUST-0269,Joseph Thomas,Consumer,South,Florida,PROD-0173,Technology,Accessories,Basic Phone 353,2977.74,7,0.3,-420.55,43.16,Net Banking,2021,4,Apr,2,16,Sunday,-14.12,2934.58,0,Medium (16–35%)
ORD-004037,2021-03-16,CUST-0429,Joseph Jones,Home Office,North,Illinois,PROD-0145,Technology,Machines,Basic Phone 307,263.42,2,0.0,91.63,7.86,UPI,2021,3,Mar,1,11,Tuesday,34.78,255.56,1,No Discount
ORD-004038,2022-09-05,CUST-0357,David Jones,Corporate,West,Arizona,PROD-0126,Office Supplies,Fasteners,Eco Scissors 329,1432.96,9,0.2,240.64,289.76,Net Banking,2022,9,Sep,3,36,Monday,16.79,1143.2,1,Medium (16–35%)
ORD-004039,2022-10-20,CUST-0217,Joseph Taylor,Home Office,West,California,PROD-0147,Technology,Copiers,Eco Tablet 223,4714.84,3,0.4,-543.36,41.03,Net Banking,2022,10,Oct,4,42,Thursday,-11.52,4673.81,0,High (>35%)
ORD-004040,2023-07-13,CUST-0266,James Harris,Corporate,East,Massachusetts,PROD-0062,Office Supplies,Paper,Ultra Marker 933,298.04,4,0.3,-4.63,69.73,Cash,2023,7,Jul,3,28,Thursday,-1.55,228.31,0,Medium (16–35%)
ORD-004041,2022-06-20,CUST-0378,Richard Harris,Home Office,South,Texas,PROD-0061,Office Supplies,Envelopes,Eco Scissors 269,266.13,6,0.0,90.32,69.08,UPI,2022,6,Jun,2,25,Monday,33.94,197.05,1,No Discount
ORD-004042,2021-06-08,CUST-0164,James Moore,Consumer,West,Arizona,PROD-0128,Furniture,Bookcases,Premium Chair 283,11791.49,8,0.2,1431.95,149.19,UPI,2021,6,Jun,2,23,Tuesday,12.14,11642.3,1,Medium (16–35%)
ORD-004043,2023-11-20,CUST-0306,Richard Thomas,Consumer,North,Illinois,PROD-0033,Office Supplies,Art,Ultra Folder 916,101.68,1,0.0,11.35,24.84,Card,2023,11,Nov,4,47,Monday,11.16,76.84,1,No Discount
ORD-004044,2021-06-02,CUST-0067,Mary Smith,Home Office,North,Ohio,PROD-0135,Furniture,Furnishings,Ultra Chair 654,885.58,8,0.4,-177.36,135.58,Cash,2021,6,Jun,2,22,Wednesday,-20.03,750.0,0,High (>35%)
ORD-004045,2023-05-01,CUST-0107,Jessica Jackson,Corporate,East,Pennsylvania,PROD-0072,Technology,Machines,Premium Printer 989,12386.94,7,0.1,541.2,141.62,UPI,2023,5,May,2,18,Monday,4.37,12245.32,1,Low (≤15%)
ORD-004046,2023-04-07,CUST-0038,Robert Johnson,Consumer,East,Pennsylvania,PROD-0182,Office Supplies,Paper,Smart Marker 160,893.76,8,0.0,262.28,148.37,Card,2023,4,Apr,2,14,Friday,29.35,745.39,1,No Discount
ORD-004047,2021-06-30,CUST-0185,William Martin,Consumer,North,Illinois,PROD-0185,Office Supplies,Art,Basic Tape 444,881.21,6,0.0,169.59,201.19,Net Banking,2021,6,Jun,2,26,Wednesday,19.25,680.02,1,No Discount
ORD-004048,2023-01-20,CUST-0473,David Taylor,Consumer,East,Connecticut,PROD-0130,Technology,Machines,Classic Speaker 435,7714.54,5,0.3,-1073.54,27.05,Cash,2023,1,Jan,1,3,Friday,-13.92,7687.49,0,Medium (16–35%)
ORD-004049,2022-05-19,CUST-0421,Richard Taylor,Corporate,South,Florida,PROD-0185,Office Supplies,Art,Basic Tape 444,83.96,3,0.2,-8.34,54.06,UPI,2022,5,May,2,20,Thursday,-9.93,29.9,0,Medium (16–35%)
ORD-004050,2021-04-04,CUST-0412,Joseph Moore,Home Office,North,Michigan,PROD-0061,Office Supplies,Envelopes,Eco Scissors 269,769.73,4,0.0,39.47,80.73,Cash,2021,4,Apr,2,13,Sunday,5.13,689.0,1,No Discount
ORD-004051,2021-12-05,CUST-0243,William White,Corporate,North,Illinois,PROD-0094,Furniture,Tables,Elite Cabinet 980,1702.84,6,0.4,-172.46,272.53,Cash,2021,12,Dec,4,48,Sunday,-10.13,1430.31,0,High (>35%)
ORD-004052,2023-01-20,CUST-0113,James Williams,Home Office,East,Massachusetts,PROD-0086,Furniture,Furnishings,Pro Chair 707,19050.43,10,0.0,3957.63,102.31,UPI,2023,1,Jan,1,3,Friday,20.77,18948.12,1,No Discount
ORD-004053,2023-06-18,CUST-0453,William Williams,Consumer,South,Florida,PROD-0054,Furniture,Bookcases,Classic Desk 272,664.47,1,0.0,207.49,36.68,Net Banking,2023,6,Jun,2,24,Sunday,31.23,627.79,1,No Discount
ORD-004054,2022-02-19,CUST-0365,William Jones,Corporate,North,Michigan,PROD-0054,Furniture,Bookcases,Classic Desk 272,3283.44,3,0.4,-266.29,9.14,UPI,2022,2,Feb,1,7,Saturday,-8.11,3274.3,0,High (>35%)
ORD-004055,2022-05-31,CUST-0006,David Jones,Consumer,North,Ohio,PROD-0078,Technology,Machines,Premium Camera 147,15297.06,8,0.3,-2835.22,179.05,Net Banking,2022,5,May,2,22,Tuesday,-18.53,15118.01,0,Medium (16–35%)
ORD-004056,2023-11-23,CUST-0178,David White,Corporate,South,Virginia,PROD-0083,Furniture,Bookcases,Pro Sofa 153,738.59,1,0.4,-127.83,46.87,Net Banking,2023,11,Nov,4,47,Thursday,-17.31,691.72,0,High (>35%)
ORD-004057,2021-09-30,CUST-0444,Michael Johnson,Corporate,West,Arizona,PROD-0192,Office Supplies,Binders,Ultra Marker 754,181.93,5,0.1,-4.47,108.83,Card,2021,9,Sep,3,39,Thursday,-2.46,73.1,0,Low (≤15%)
ORD-004058,2021-03-18,CUST-0294,John Jones,Corporate,West,Washington,PROD-0027,Technology,Machines,Ultra Monitor 633,4617.18,2,0.1,390.34,28.76,Card,2021,3,Mar,1,11,Thursday,8.45,4588.42,1,Low (≤15%)
ORD-004059,2021-07-06,CUST-0391,Jessica Davis,Corporate,North,Michigan,PROD-0172,Technology,Phones,Elite Speaker 642,2947.03,1,0.0,631.48,8.11,Cash,2021,7,Jul,3,27,Tuesday,21.43,2938.92,1,No Discount
ORD-004060,2023-04-23,CUST-0111,Richard Anderson,Corporate,North,Illinois,PROD-0041,Technology,Phones,Smart Tablet 965,13763.66,5,0.0,3643.68,45.93,UPI,2023,4,Apr,2,16,Sunday,26.47,13717.73,1,No Discount
ORD-004061,2022-09-03,CUST-0477,Linda Wilson,Corporate,North,Wisconsin,PROD-0085,Office Supplies,Labels,Basic Scissors 101,290.28,3,0.2,-11.04,29.96,Cash,2022,9,Sep,3,35,Saturday,-3.8,260.32,0,Medium (16–35%)
ORD-004062,2021-04-25,CUST-0397,Sarah Anderson,Corporate,South,Florida,PROD-0180,Office Supplies,Paper,Elite Pen Set 100,272.12,9,0.0,58.06,311.29,UPI,2021,4,Apr,2,16,Sunday,21.34,-39.17,1,No Discount
ORD-004063,2022-11-13,CUST-0340,Susan Jackson,Consumer,West,Arizona,PROD-0061,Office Supplies,Envelopes,Eco Scissors 269,180.4,2,0.1,12.75,77.34,UPI,2022,11,Nov,4,45,Sunday,7.07,103.06,1,Low (≤15%)
ORD-004064,2021-08-27,CUST-0499,Jennifer Jackson,Home Office,West,Arizona,PROD-0098,Office Supplies,Envelopes,Classic Tape 897,680.92,10,0.2,107.78,357.28,UPI,2021,8,Aug,3,34,Friday,15.83,323.64,1,Medium (16–35%)
ORD-004065,2023-09-27,CUST-0209,Jessica Miller,Consumer,South,Georgia,PROD-0189,Office Supplies,Envelopes,Pro Marker 487,811.91,9,0.5,-172.52,422.06,Cash,2023,9,Sep,3,39,Wednesday,-21.25,389.85,0,High (>35%)
ORD-004066,2022-07-18,CUST-0193,Patricia Brown,Home Office,East,Massachusetts,PROD-0018,Technology,Copiers,Premium Printer 909,608.2,1,0.0,101.95,45.12,Cash,2022,7,Jul,3,29,Monday,16.76,563.08,1,No Discount
ORD-004067,2021-09-21,CUST-0193,Patricia Brown,Home Office,East,Massachusetts,PROD-0015,Technology,Accessories,Classic Camera 347,2173.25,6,0.4,-280.43,222.18,Net Banking,2021,9,Sep,3,38,Tuesday,-12.9,1951.07,0,High (>35%)
ORD-004068,2022-02-10,CUST-0036,William Smith,Consumer,West,California,PROD-0126,Office Supplies,Fasteners,Eco Scissors 329,309.19,10,0.5,-42.57,436.53,Cash,2022,2,Feb,1,6,Thursday,-13.77,-127.34,0,High (>35%)
ORD-004069,2022-01-09,CUST-0279,Joseph Harris,Corporate,East,New Jersey,PROD-0186,Technology,Machines,Pro Phone 849,996.84,2,0.2,19.59,61.84,Cash,2022,1,Jan,1,1,Sunday,1.97,935.0,1,Medium (16–35%)
ORD-004070,2023-12-22,CUST-0096,Michael Jackson,Corporate,North,Wisconsin,PROD-0042,Technology,Accessories,Classic Speaker 729,1134.97,2,0.1,136.23,93.21,Cash,2023,12,Dec,4,51,Friday,12.0,1041.76,1,Low (≤15%)
ORD-004071,2022-03-22,CUST-0370,William Davis,Consumer,West,Oregon,PROD-0042,Technology,Accessories,Classic Speaker 729,23867.64,8,0.0,6716.91,348.04,UPI,2022,3,Mar,1,12,Tuesday,28.14,23519.6,1,No Discount
ORD-004072,2021-07-16,CUST-0471,Mary Martin,Consumer,North,Ohio,PROD-0011,Technology,Machines,Ultra Laptop 706,5597.51,6,0.0,591.42,296.43,UPI,2021,7,Jul,3,28,Friday,10.57,5301.08,1,No Discount
ORD-004073,2023-03-06,CUST-0416,Richard Brown,Home Office,South,Texas,PROD-0095,Furniture,Chairs,Pro Chair 870,8471.46,10,0.1,1207.9,136.55,UPI,2023,3,Mar,1,10,Monday,14.26,8334.91,1,Low (≤15%)
ORD-004074,2023-04-30,CUST-0018,Sarah Jackson,Home Office,South,Florida,PROD-0072,Technology,Machines,Premium Printer 989,7551.74,4,0.1,1229.55,98.31,Card,2023,4,Apr,2,17,Sunday,16.28,7453.43,1,Low (≤15%)
ORD-004075,2022-12-02,CUST-0181,David Smith,Corporate,North,Ohio,PROD-0051,Technology,Copiers,Elite Monitor 525,8808.31,4,0.1,1626.93,95.99,UPI,2022,12,Dec,4,48,Friday,18.47,8712.32,1,Low (≤15%)
ORD-004076,2021-06-13,CUST-0404,Patricia White,Home Office,West,California,PROD-0160,Furniture,Chairs,Smart Stool 225,8043.8,6,0.1,1598.57,181.36,UPI,2021,6,Jun,2,23,Sunday,19.87,7862.44,1,Low (≤15%)
ORD-004077,2023-09-15,CUST-0175,Linda Miller,Consumer,East,Connecticut,PROD-0144,Technology,Copiers,Smart Camera 425,2245.78,3,0.3,118.1,76.26,Cash,2023,9,Sep,3,37,Friday,5.26,2169.52,1,Medium (16–35%)
ORD-004078,2022-01-27,CUST-0094,Michael Jones,Consumer,South,Florida,PROD-0190,Technology,Machines,Pro Phone 846,1766.47,2,0.4,-157.39,34.53,UPI,2022,1,Jan,1,4,Thursday,-8.91,1731.94,0,High (>35%)
ORD-004079,2023-07-24,CUST-0202,Sarah Brown,Corporate,West,Nevada,PROD-0175,Furniture,Furnishings,Pro Shelf 280,1925.23,3,0.0,251.56,44.2,UPI,2023,7,Jul,3,30,Monday,13.07,1881.03,1,No Discount
ORD-004080,2023-02-19,CUST-0489,Sarah Wilson,Consumer,South,North Carolina,PROD-0166,Technology,Copiers,Basic Laptop 386,1203.67,7,0.0,300.16,66.86,Card,2023,2,Feb,1,7,Sunday,24.94,1136.81,1,No Discount
ORD-004081,2022-11-13,CUST-0383,John Anderson,Home Office,North,Michigan,PROD-0045,Technology,Accessories,Eco Printer 528,10242.94,5,0.0,2958.1,190.31,Card,2022,11,Nov,4,45,Sunday,28.88,10052.63,1,No Discount
ORD-004082,2023-01-24,CUST-0457,Michael Brown,Corporate,East,Pennsylvania,PROD-0193,Office Supplies,Labels,Pro Folder 439,264.8,2,0.0,46.83,44.37,Net Banking,2023,1,Jan,1,4,Tuesday,17.69,220.43,1,No Discount
ORD-004083,2023-11-06,CUST-0459,Richard Harris,Consumer,South,Georgia,PROD-0166,Technology,Copiers,Basic Laptop 386,9798.6,5,0.0,2662.19,148.58,UPI,2023,11,Nov,4,45,Monday,27.17,9650.02,1,No Discount
ORD-004084,2022-05-24,CUST-0248,Barbara Thomas,Home Office,East,New Jersey,PROD-0010,Furniture,Bookcases,Classic Cabinet 936,1682.52,5,0.3,63.8,244.93,Cash,2022,5,May,2,21,Tuesday,3.79,1437.59,1,Medium (16–35%)
ORD-004085,2022-10-18,CUST-0013,Susan Thomas,Corporate,South,Florida,PROD-0111,Furniture,Bookcases,Basic Cabinet 417,4299.7,7,0.0,595.42,93.6,Card,2022,10,Oct,4,42,Tuesday,13.85,4206.1,1,No Discount
ORD-004086,2022-03-02,CUST-0357,David Jones,Corporate,West,Arizona,PROD-0171,Furniture,Chairs,Ultra Shelf 130,4540.8,5,0.1,946.59,25.11,Card,2022,3,Mar,1,9,Wednesday,20.85,4515.69,1,Low (≤15%)
ORD-004087,2023-04-23,CUST-0172,Susan Martin,Corporate,East,Pennsylvania,PROD-0174,Office Supplies,Paper,Premium Stapler 882,58.76,6,0.1,11.05,285.39,Cash,2023,4,Apr,2,16,Sunday,18.81,-226.63,1,Low (≤15%)
ORD-004088,2021-12-01,CUST-0084,Mary White,Home Office,West,Oregon,PROD-0094,Furniture,Tables,Elite Cabinet 980,9609.55,8,0.2,205.72,198.29,Net Banking,2021,12,Dec,4,48,Wednesday,2.14,9411.26,1,Medium (16–35%)
ORD-004089,2023-02-20,CUST-0225,Michael Brown,Consumer,North,Ohio,PROD-0167,Technology,Accessories,Ultra Monitor 758,2127.24,4,0.0,404.18,135.9,Card,2023,2,Feb,1,8,Monday,19.0,1991.34,1,No Discount
ORD-004090,2021-06-12,CUST-0236,Sarah Jackson,Corporate,East,New York,PROD-0135,Furniture,Furnishings,Ultra Chair 654,2991.26,2,0.0,413.68,84.9,UPI,2021,6,Jun,2,23,Saturday,13.83,2906.36,1,No Discount
ORD-004091,2021-01-19,CUST-0269,Joseph Thomas,Consumer,South,Florida,PROD-0198,Furniture,Chairs,Elite Cabinet 850,2419.94,3,0.0,202.65,80.81,UPI,2021,1,Jan,1,3,Tuesday,8.37,2339.13,1,No Discount
ORD-004092,2021-02-10,CUST-0367,Linda Harris,Corporate,East,New Jersey,PROD-0151,Technology,Accessories,Ultra Laptop 464,805.72,1,0.0,146.48,35.84,Card,2021,2,Feb,1,6,Wednesday,18.18,769.88,1,No Discount
ORD-004093,2021-12-21,CUST-0375,Jessica Jones,Corporate,East,New York,PROD-0076,Furniture,Furnishings,Smart Shelf 948,1199.08,1,0.4,-219.73,44.74,Card,2021,12,Dec,4,51,Tuesday,-18.32,1154.34,0,High (>35%)
